/D1 (d_del=1e-10) X,/D1 (d_del=1e-10) Y,/D1 (d_del=2e-10) X,/D1 (d_del=2e-10) Y,/D1 (d_del=3e-10) X,/D1 (d_del=3e-10) Y,/I0/output (d_del=1e-10) X,/I0/output (d_del=1e-10) Y,/I0/output (d_del=2e-10) X,/I0/output (d_del=2e-10) Y,/I0/output (d_del=3e-10) X,/I0/output (d_del=3e-10) Y,/V0/MINUS (d_del=1e-10) X,/V0/MINUS (d_del=1e-10) Y,/V0/MINUS (d_del=2e-10) X,/V0/MINUS (d_del=2e-10) Y,/V0/MINUS (d_del=3e-10) X,/V0/MINUS (d_del=3e-10) Y
5.006921001751491e-09,0,5.177373598231361e-09,0.1131320088431962,5.137500000000005e-09,0.8749999999999823,5.006921001751491e-09,-5.961461304435062e-05,5.177373598231361e-09,-4.147555236104024e-05,5.137500000000005e-09,1.776896728700972e-07,5.006921001751491e-09,6.037296477149771e-05,5.177373598231361e-09,4.3199328840238e-05,5.137500000000005e-09,2.34952754988925e-07
5.014482946081478e-09,0,5.2e-09,0,5.177500000000011e-09,0.7416666666666302,5.014482946081478e-09,-5.882305271534912e-05,5.2e-09,-5.790804159733987e-05,5.177500000000011e-09,1.624032199501309e-07,5.014482946081478e-09,5.95372065383326e-05,5.2e-09,5.973283605607035e-05,5.177500000000011e-09,2.332413187005674e-07
5.029606834741452e-09,0,5.202431330979295e-09,0,5.257500000000022e-09,0.4749999999999258,5.029606834741452e-09,-5.710328378973534e-05,5.202431330979295e-09,-5.796955531382843e-05,5.257500000000022e-09,-1.452334381490466e-06,5.029606834741452e-09,5.781283632673701e-05,5.202431330979295e-09,5.868478536898995e-05,5.257500000000022e-09,2.029450049718376e-06
5.059854612061401e-09,0,5.207293992937884e-09,0,5.290335712259852e-09,0.3655476258004928,5.059854612061401e-09,-5.306388822932466e-05,5.207293992937884e-09,-5.741044217143868e-05,5.290335712259852e-09,-7.618131831150862e-06,5.059854612061401e-09,5.368016246891716e-05,5.207293992937884e-09,5.810839097805343e-05,5.290335712259852e-09,8.430435620467296e-06
5.113842336415992e-09,0,5.214420033707604e-09,0,5.319633026415402e-09,0.267889911948661,5.113842336415992e-09,-4.158865776171316e-05,5.214420033707604e-09,-5.655465519795242e-05,5.319633026415402e-09,-1.86687521467458e-05,5.113842336415992e-09,4.208457972676491e-05,5.214420033707604e-09,5.724447576839398e-05,5.319633026415402e-09,1.958529703921639e-05
5.157594208651706e-09,0,5.228672115247046e-09,0,5.351676725738993e-09,0.1610775808700243,5.157594208651706e-09,-2.521977920744301e-05,5.228672115247046e-09,-5.470550808711385e-05,5.351676725738993e-09,-3.385817463288277e-05,5.157594208651706e-09,2.553246336965022e-05,5.228672115247046e-09,5.535788104581335e-05,5.351676725738993e-09,3.508168676885044e-05
5.197030468333801e-09,0,5.257176278325929e-09,0,5.375838362869496e-09,0.08053879043501322,5.197030468333801e-09,-1.230081735237015e-05,5.257176278325929e-09,-5.023248592983156e-05,5.375838362869496e-09,-4.53214803942823e-05,5.197030468333801e-09,1.253992604353641e-05,5.257176278325929e-09,5.082664263297578e-05,5.375838362869496e-09,4.660838907385417e-05
5.243216699326075e-09,0,5.30547518928313e-09,0,5.4e-09,0,5.243216699326075e-09,-4.453768710859873e-06,5.30547518928313e-09,-3.775208611115775e-05,5.4e-09,-5.559483774910098e-05,5.243216699326075e-09,4.501345914891976e-06,5.30547518928313e-09,3.818821197066364e-05,5.4e-09,5.70846325501165e-05
5.281700379875111e-09,0,5.344671619756438e-09,0,5.403020204641313e-09,0,5.281700379875111e-09,-1.749784754457159e-06,5.344671619756438e-09,-2.25022962456141e-05,5.403020204641313e-09,-5.540992570581724e-05,5.281700379875111e-09,1.813935202899461e-06,5.344671619756438e-09,2.281639755171434e-05,5.403020204641313e-09,5.607965437426814e-05
5.318733338445133e-09,0,5.383406608345791e-09,0,5.404530306961969e-09,0,5.318733338445133e-09,-7.763243129043785e-07,5.383406608345791e-09,-1.085183376735385e-05,5.404530306961969e-09,-5.520954958980526e-05,5.318733338445133e-09,7.583398231311238e-07,5.383406608345791e-09,1.104553999393648e-05,5.404530306961969e-09,5.587125546995179e-05
5.361342510667423e-09,0,5.416783201155962e-09,0,5.407550511603281e-09,0,5.361342510667423e-09,-2.166149746080073e-07,5.416783201155962e-09,-5.304782402687211e-06,5.407550511603281e-09,-5.480281377605092e-05,5.361342510667423e-09,2.528287523210413e-07,5.416783201155962e-09,5.388677241759177e-06,5.407550511603281e-09,5.546281671703195e-05
5.419190182495956e-09,0,5.453692056692199e-09,0,5.413590920885905e-09,0,5.419190182495956e-09,-9.208080101711815e-08,5.453692056692199e-09,-2.251241334634148e-06,5.413590920885905e-09,-5.395676702552587e-05,5.419190182495956e-09,6.158866997801974e-08,5.453692056692199e-09,2.302652757400405e-06,5.413590920885905e-09,5.459890758631281e-05
5.500287250742727e-09,0,5.489326559588631e-09,0,5.425671739451153e-09,0,5.500287250742727e-09,3.754324884847069e-08,5.489326559588631e-09,-9.750622889886683e-07,5.425671739451153e-09,-5.212214160823e-05,5.500287250742727e-09,-6.027967047531843e-09,5.489326559588631e-09,9.824293073095785e-07,5.425671739451153e-09,5.274198717845164e-05
5.620988659483459e-09,0,5.532672291477293e-09,0,5.449833376581649e-09,0,5.620988659483459e-09,-3.923410873748624e-08,5.532672291477293e-09,-3.242287854154054e-07,5.449833376581649e-09,-4.763572985333352e-05,5.620988659483459e-09,7.78628345765681e-09,5.532672291477293e-09,3.407004595819758e-07,5.449833376581649e-09,4.819048669913561e-05
5.780988659483459e-09,0,5.586766216680863e-09,0,5.492364743534294e-09,0,5.780988659483459e-09,3.942100711111858e-08,5.586766216680863e-09,-8.453510633561991e-08,5.492364743534294e-09,-3.49565745021686e-05,5.780988659483459e-09,-7.95272466730651e-09,5.586766216680863e-09,7.56142114699461e-08,5.492364743534294e-09,3.536972529232769e-05
5.890494329741729e-09,0,5.661672836411876e-09,0,5.528128466217546e-09,0,5.890494329741729e-09,-3.953442443920929e-08,5.661672836411876e-09,5.574718084792195e-11,5.528128466217546e-09,-2.102635831271913e-05,5.890494329741729e-09,8.105675821192856e-09,5.661672836411876e-09,1.044550766193814e-08,5.528128466217546e-09,2.132577658949611e-05
6.000000000000001e-09,0,5.7695005458861e-09,0,5.567244953057824e-09,0,6.000000000000001e-09,3.954372584390693e-08,5.7695005458861e-09,-6.181856829997291e-09,5.567244953057824e-09,-9.832711286378351e-06,6.000000000000001e-09,-8.093195490540296e-09,5.7695005458861e-09,-4.184880692507134e-09,5.567244953057824e-09,1.001279612538338e-05
6.001562500000001e-09,0.01562500000000117,5.88475027294305e-09,0,5.586803196477962e-09,0,6.001562500000001e-09,-1.227865290294844e-06,5.88475027294305e-09,7.424940238482864e-09,5.586803196477962e-09,-6.627580731505285e-06,6.001562500000001e-09,-1.23222049287461e-06,5.88475027294305e-09,2.946290436708812e-09,5.586803196477962e-09,6.72956449696152e-06
6.004687500000001e-09,0.04687500000000352,6.000000000000001e-09,0,5.623763377640439e-09,0,6.004687500000001e-09,-1.155811101733803e-06,6.000000000000001e-09,-7.600062257595731e-09,5.623763377640439e-09,-2.759788886756069e-06,6.004687500000001e-09,-1.316841931306567e-06,6.000000000000001e-09,-2.735532280194689e-09,5.623763377640439e-09,2.824560118458295e-06
6.010937500000002e-09,0.1093750000000082,6.001562500000001e-09,0.007812500000000586,5.657476237862567e-09,0,6.010937500000002e-09,-1.022367845268388e-06,6.001562500000001e-09,-6.139533154703803e-07,5.657476237862567e-09,-1.345224436623406e-06,6.010937500000002e-09,-1.41771541893342e-06,6.001562500000001e-09,-6.16535550264591e-07,5.657476237862567e-09,1.354987159599215e-06
6.023437500000003e-09,0.2343750000000176,6.004687500000001e-09,0.02343750000000176,5.701660547013686e-09,0,6.023437500000003e-09,-9.042653000026913e-07,6.004687500000001e-09,-5.767472642461907e-07,5.701660547013686e-09,-3.631253326852988e-07,6.023437500000003e-09,-1.478118145964388e-06,6.004687500000001e-09,-6.621216551913595e-07,5.701660547013686e-09,3.84655664366125e-07
6.048437500000004e-09,0.4843750000000364,6.010937500000002e-09,0.05468750000000411,5.751772182921702e-09,0,6.048437500000004e-09,-2.56263326916415e-07,6.010937500000002e-09,-5.024484187239178e-07,5.751772182921702e-09,-1.810741914709069e-07,6.048437500000004e-09,-9.001397507215077e-07,6.010937500000002e-09,-7.254802744947586e-07,5.751772182921702e-09,1.695813822690776e-07
6.074218750000003e-09,0.7421875000000226,6.023437500000003e-09,0.1171875000000088,5.821210502920466e-09,0,6.074218750000003e-09,1.340678970696036e-05,6.023437500000003e-09,-4.101174986628591e-07,5.821210502920466e-09,5.076061619006078e-08,6.074218750000003e-09,-3.875281780420885e-07,6.023437500000003e-09,-8.189540146099685e-07,5.821210502920466e-09,-3.684508292473458e-08
6.087109375000002e-09,0.8710937500000075,6.048437500000004e-09,0.2421875000000182,5.917329313765414e-09,0,6.087109375000002e-09,2.842503682148016e-05,6.048437500000004e-09,-3.330789121188481e-07,5.917329313765414e-09,-6.443075237037096e-08,6.087109375000002e-09,-4.67793765946948e-07,6.048437500000004e-09,-8.453371264538505e-07,5.917329313765414e-09,5.078630953650161e-08
6.100000000000001e-09,1,6.098437500000008e-09,0.492187500000037,6.000000000000001e-09,0,6.100000000000001e-09,4.555905676750299e-05,6.098437500000008e-09,2.713457459247175e-07,6.000000000000001e-09,6.598015073048151e-08,6.100000000000001e-09,-4.851981904603057e-08,6.098437500000008e-09,-4.419621202989613e-07,6.000000000000001e-09,-5.233831253367308e-08
6.10106318947141e-09,1,6.149218750000005e-09,0.7460937500000188,6.0025e-09,0.008333333333331753,6.10106318947141e-09,4.597686420906897e-05,6.149218750000005e-09,1.397058937788389e-05,6.0025e-09,-4.015352045528421e-07,6.10106318947141e-09,5.492247842884504e-07,6.149218750000005e-09,-1.057781737510823e-07,6.0025e-09,-4.200658586070769e-07
6.103189568414228e-09,1,6.174609375000003e-09,0.8730468750000118,6.007499999999999e-09,0.02499999999999526,6.103189568414228e-09,4.585230007973899e-05,6.174609375000003e-09,2.865755303814139e-05,6.007499999999999e-09,-3.610471257731029e-07,6.103189568414228e-09,5.462842459675771e-07,6.174609375000003e-09,-6.156130606371181e-08,6.007499999999999e-09,-4.640305316460026e-07
6.106983239121803e-09,1,6.200000000000001e-09,1,6.017499999999997e-09,0.05833333333332227,6.106983239121803e-09,4.561514297517673e-05,6.200000000000001e-09,4.451809038330712e-05,6.017499999999997e-09,-2.926792601001617e-07,6.106983239121803e-09,5.360962268039662e-07,6.200000000000001e-09,2.074358307833805e-07,6.017499999999997e-09,-5.275522461724421e-07
6.114570580536951e-09,1,6.201734801471091e-09,1,6.037499999999994e-09,0.1249999999999763,6.114570580536951e-09,4.51422136304033e-05,6.201734801471091e-09,4.463803713059875e-05,6.037499999999994e-09,-2.136929450590914e-07,6.114570580536951e-09,5.218544368234885e-07,6.201734801471091e-09,5.062486632004295e-07,6.037499999999994e-09,-6.04546542332473e-07
6.129745263367247e-09,1,6.205204404413271e-09,1,6.077499999999986e-09,0.2583333333332843,6.129745263367247e-09,4.413409914478791e-05,6.205204404413271e-09,4.440950585037779e-05,6.077499999999986e-09,-1.710274162317498e-07,6.129745263367247e-09,4.901607452579065e-07,6.205204404413271e-09,4.985404735592614e-07,6.077499999999986e-09,-6.080530433532052e-07
6.16009462902784e-09,1,6.21214361029763e-09,1,6.157499999999971e-09,0.5249999999999004,6.16009462902784e-09,4.190949993515981e-05,6.21214361029763e-09,4.393282811352361e-05,6.157499999999971e-09,8.731233636472999e-07,6.16009462902784e-09,4.388411924623302e-07,6.21214361029763e-09,4.865587280520576e-07,6.157499999999971e-09,-2.342147922164182e-07
6.220793360349025e-09,1,6.226022022066349e-09,1,6.201433194796288e-09,0.6714439826542913,6.220793360349025e-09,3.63222527525692e-05,6.226022022066349e-09,4.294165140836419e-05,6.201433194796288e-09,7.288540993402499e-06,6.220793360349025e-09,3.443380504410801e-07,6.226022022066349e-09,4.608507766941374e-07,6.201433194796288e-09,-1.104158467537464e-07
6.291038745942927e-09,1,6.253778845603787e-09,1,6.235660279993034e-09,0.7855342666434449,6.291038745942927e-09,2.604123392979845e-05,6.253778845603787e-09,4.074340753751135e-05,6.235660279993034e-09,1.818005728497581e-05,6.291038745942927e-09,2.342033974770442e-07,6.253778845603787e-09,4.164363304613838e-07,6.235660279993034e-09,-2.136406100944687e-08
6.351403501369406e-09,1,6.309292492678663e-09,1,6.271815329090052e-09,0.9060510969668365,6.351403501369406e-09,1.270905566421201e-05,6.309292492678663e-09,3.532081599313754e-05,6.271815329090052e-09,3.251499387967324e-05,6.351403501369406e-09,1.089093890578601e-07,6.309292492678663e-09,3.322775224664573e-07,6.271815329090052e-09,1.598011394692385e-07
6.405105691187616e-09,1,6.377255280497093e-09,1,6.300000000000001e-09,1,6.405105691187616e-09,5.026576792100533e-06,6.377255280497093e-09,2.458347770405562e-05,6.300000000000001e-09,4.327678635299924e-05,6.405105691187616e-09,4.495929147177665e-08,6.377255280497093e-09,2.193878360685864e-07,6.300000000000001e-09,2.164986411288384e-07
6.431956786096721e-09,1,6.43425620541187e-09,1,6.30332136323411e-09,1,6.431956786096721e-09,2.99901756324636e-06,6.43425620541187e-09,1.204778179658788e-05,6.30332136323411e-09,4.327401854407629e-05,6.431956786096721e-09,2.419409526032663e-08,6.43425620541187e-09,1.04070969042637e-07,6.30332136323411e-09,4.708871547473021e-07
6.479397240712711e-09,1,6.488215620149719e-09,1,6.309964089702328e-09,1,6.479397240712711e-09,1.17427890229742e-06,6.488215620149719e-09,4.687486639576632e-06,6.309964089702328e-09,4.278885927106097e-05,6.479397240712711e-09,1.168115657143111e-08,6.488215620149719e-09,4.10111584824699e-08,6.309964089702328e-09,4.567836160686407e-07
6.524197886915099e-09,1,6.515103880226786e-09,1,6.319511109954537e-09,1,6.524197886915099e-09,4.20115157074412e-07,6.515103880226786e-09,2.768491377187369e-06,6.319511109954537e-09,4.205561942908165e-05,6.524197886915099e-09,2.008940398785839e-09,6.515103880226786e-09,2.321005777877843e-08,6.319511109954537e-09,4.436210089498725e-07
6.586385525651766e-09,1,6.56197190264424e-09,1,6.338605150458954e-09,1,6.586385525651766e-09,1.360553979790781e-07,6.56197190264424e-09,1.11001733577501e-06,6.338605150458954e-09,4.04944431314502e-05,6.586385525651766e-09,2.767627730537936e-09,6.56197190264424e-09,1.012629172068235e-08,6.338605150458954e-09,4.105461763388619e-07
6.660568378413189e-09,1,6.607259043495343e-09,1,6.376793231467789e-09,1,6.660568378413189e-09,-9.336563839848654e-09,6.607259043495343e-09,3.773657918544661e-07,6.376793231467789e-09,3.687181321994178e-05,6.660568378413189e-09,-1.670822438034981e-09,6.607259043495343e-09,2.643959848957291e-09,6.376793231467789e-09,3.560212926493803e-07
6.770643367126872e-09,1,6.670618031500978e-09,1,6.44447241304986e-09,1,6.770643367126872e-09,2.336248079330224e-08,6.670618031500978e-09,1.329462504409485e-07,6.44447241304986e-09,2.759607279818438e-05,6.770643367126872e-09,1.797938440268827e-09,6.670618031500978e-09,1.739721507133787e-09,6.44447241304986e-09,2.455710018476497e-07
6.900000000000001e-09,1,6.746797436218122e-09,1,6.502174086771832e-09,1,6.900000000000001e-09,-2.391220401588458e-08,6.746797436218122e-09,-2.131464369526241e-08,6.502174086771832e-09,1.478001039590478e-05,6.900000000000001e-09,-1.795412619322955e-09,6.746797436218122e-09,-7.72884619675367e-10,6.502174086771832e-09,1.313110921450836e-07
6.901562500000001e-09,0.9843750000000009,6.860027041731999e-09,1,6.554706477480062e-09,1,6.901562500000001e-09,8.921560374878941e-07,6.860027041731999e-09,3.226721523628564e-08,6.554706477480062e-09,6.264741097834037e-06,6.901562500000001e-09,7.231367261235263e-07,6.860027041731999e-09,8.739400514555587e-10,6.554706477480062e-09,5.174603915231949e-08
6.904687500000001e-09,0.9531249999999986,7.000000000000001e-09,1,6.597903749625472e-09,1,6.904687500000001e-09,8.455087783784089e-07,7.000000000000001e-09,-3.282015331685414e-08,6.597903749625472e-09,2.675916570129632e-06,6.904687500000001e-09,7.196757751702506e-07,7.000000000000001e-09,-8.716835942085424e-10,6.597903749625472e-09,2.533698598491223e-08
6.910937500000001e-09,0.8906249999999939,7.001562500000001e-09,0.9921875000000004,6.645850224537385e-09,1,6.910937500000001e-09,7.719994819251811e-07,7.001562500000001e-09,4.460126752089661e-07,6.645850224537385e-09,1.061633070424818e-06,6.910937500000001e-09,7.086170986393623e-07,7.001562500000001e-09,3.61825486727929e-07,6.645850224537385e-09,6.783874389869816e-09
6.923437500000002e-09,0.7656249999999845,7.004687500000001e-09,0.9765624999999992,6.692237418466184e-09,1,6.923437500000002e-09,7.187803102849751e-07,7.004687500000001e-09,4.21561261972783e-07,6.692237418466184e-09,3.329493108249768e-07,6.923437500000002e-09,6.930015018203063e-07,7.004687500000001e-09,3.615614085952174e-07,6.692237418466184e-09,5.189607752187959e-09
6.948437500000004e-09,0.5156249999999657,7.010937500000001e-09,0.9453124999999969,6.751246268301068e-09,1,6.948437500000004e-09,-1.202404474690136e-07,7.010937500000001e-09,3.777615672410122e-07,6.751246268301068e-09,1.486867754196042e-07,6.948437500000004e-09,1.657161296035682e-06,7.010937500000001e-09,3.582629685551074e-07,6.751246268301068e-09,-1.052131705903371e-09
6.974218750000003e-09,0.2578124999999795,7.023437500000002e-09,0.8828124999999922,6.828259584670416e-09,1,6.974218750000003e-09,-1.992119990522899e-05,7.023437500000002e-09,3.228156911232548e-07,6.828259584670416e-09,-3.224595018038807e-08,6.974218750000003e-09,2.249413103346241e-05,7.023437500000002e-09,3.537793083716405e-07,6.828259584670416e-09,2.06017641896155e-09
6.987109375000001e-09,0.1289062499999946,7.048437500000004e-09,0.7578124999999829,6.941972133911845e-09,1,6.987109375000001e-09,-3.932534519689343e-05,7.048437500000004e-09,2.913398309040736e-07,6.941972133911845e-09,4.343636495061135e-08,6.987109375000001e-09,4.197255273497327e-05,7.048437500000004e-09,3.466814935404545e-07,6.941972133911845e-09,-1.957223457560613e-09
7.000000000000001e-09,1.443289932012704e-15,7.098437500000008e-09,0.507812499999964,7.100000000000001e-09,1,7.000000000000001e-09,-5.971588993676127e-05,7.098437500000008e-09,-6.178056190627088e-07,7.100000000000001e-09,-4.398404607367806e-08,7.000000000000001e-09,6.293411472345684e-05,7.098437500000008e-09,1.405683200041474e-06,7.100000000000001e-09,1.959636292033765e-09
7.001046676528833e-09,0,7.128046670085064e-09,0.3597666495746853,7.1025e-09,0.9916666666666683,7.001046676528833e-09,-6.021045693884713e-05,7.128046670085064e-09,-8.052589403283467e-06,7.1025e-09,2.923814049215624e-07,7.001046676528833e-09,6.09819491656346e-05,7.128046670085064e-09,9.221138423957171e-06,7.1025e-09,2.413455264846332e-07
7.003140029586498e-09,0,7.151977132808579e-09,0.2401143359571091,7.107499999999999e-09,0.9750000000000048,7.003140029586498e-09,-6.000675758006373e-05,7.151977132808579e-09,-2.253982716943073e-05,7.107499999999999e-09,2.665983982785807e-07,7.003140029586498e-09,6.074545640974431e-05,7.151977132808579e-09,2.387266531468065e-05,7.107499999999999e-09,2.406614614858102e-07
7.006921001751491e-09,0,7.177373598231362e-09,0.1131320088431962,7.117499999999997e-09,0.9416666666666778,7.006921001751491e-09,-5.961461304435064e-05,7.177373598231362e-09,-4.147555236104031e-05,7.117499999999997e-09,2.251077055160917e-07,7.006921001751491e-09,6.03729647714978e-05,7.177373598231362e-09,4.319932884023803e-05,7.117499999999997e-09,2.386419088455474e-07
7.014482946081478e-09,0,7.200000000000001e-09,0,7.137499999999994e-09,0.8750000000000236,7.014482946081478e-09,-5.882305271534906e-05,7.200000000000001e-09,-5.79080415973398e-05,7.137499999999994e-09,1.776896761054911e-07,7.014482946081478e-09,5.953720653833248e-05,7.200000000000001e-09,5.973283605607032e-05,7.137499999999994e-09,2.349527600190508e-07
7.029606834741453e-09,0,7.202431330979295e-09,0,7.177499999999986e-09,0.7416666666667157,7.029606834741453e-09,-5.710328378973538e-05,7.202431330979295e-09,-5.796955531382842e-05,7.177499999999986e-09,1.624032167159423e-07,7.029606834741453e-09,5.781283632673711e-05,7.202431330979295e-09,5.868478536898996e-05,7.177499999999986e-09,2.332413136720596e-07
7.059854612061402e-09,0,7.207293992937884e-09,0,7.257499999999971e-09,0.4750000000000996,7.059854612061402e-09,-5.306388822932462e-05,7.207293992937884e-09,-5.74104421714387e-05,7.257499999999971e-09,-1.452334378245681e-06,7.059854612061402e-09,5.368016246891704e-05,7.207293992937884e-09,5.810839097805343e-05,7.257499999999971e-09,2.029450054734002e-06
7.113842336416009e-09,0,7.214420033707605e-09,0,7.290335712259774e-09,0.3655476258007547,7.113842336416009e-09,-4.158865776170833e-05,7.214420033707605e-09,-5.65546551979524e-05,7.290335712259774e-09,-7.618131834380709e-06,7.113842336416009e-09,4.208457972676009e-05,7.214420033707605e-09,5.724447576839398e-05,7.290335712259774e-09,8.430435615440726e-06
7.157594208651719e-09,0,7.228672115247047e-09,0,7.319633026415364e-09,0.2678899119487879,7.157594208651719e-09,-2.521977920743788e-05,7.228672115247047e-09,-5.470550808711386e-05,7.319633026415364e-09,-1.866875214346591e-05,7.157594208651719e-09,2.553246336964498e-05,7.228672115247047e-09,5.535788104581334e-05,7.319633026415364e-09,1.958529704418618e-05
7.197030468333818e-09,0,7.25717627832593e-09,0,7.351676725738987e-09,0.1610775808700463,7.197030468333818e-09,-1.23008173523662e-05,7.25717627832593e-09,-5.023248592983153e-05,7.351676725738987e-09,-3.385817463614708e-05,7.197030468333818e-09,1.253992604353247e-05,7.25717627832593e-09,5.082664263297578e-05,7.351676725738987e-09,3.508168676387064e-05
7.243216699326099e-09,0,7.305475189283128e-09,0,7.375838362869494e-09,0.08053879043502143,7.243216699326099e-09,-4.453768710857259e-06,7.305475189283128e-09,-3.775208611115859e-05,7.375838362869494e-09,-4.53214803910153e-05,7.243216699326099e-09,4.501345914889246e-06,7.305475189283128e-09,3.818821197066447e-05,7.375838362869494e-09,4.660838907882324e-05
7.281700379875131e-09,0,7.344671619756437e-09,0,7.400000000000001e-09,0,7.281700379875131e-09,-1.749784754456433e-06,7.344671619756437e-09,-2.250229624561472e-05,7.400000000000001e-09,-5.559483775236424e-05,7.281700379875131e-09,1.813935202898795e-06,7.344671619756437e-09,2.281639755171498e-05,7.400000000000001e-09,5.708463254515177e-05
7.318733338445155e-09,0,7.383406608345789e-09,0,7.403020204641315e-09,0,7.318733338445155e-09,-7.763243129038224e-07,7.383406608345789e-09,-1.08518337673543e-05,7.403020204641315e-09,-5.540992570582136e-05,7.318733338445155e-09,7.583398231304821e-07,7.383406608345789e-09,1.104553999393691e-05,7.403020204641315e-09,5.607965437425607e-05
7.361342510667448e-09,0,7.416783201155964e-09,0,7.404530306961971e-09,0,7.361342510667448e-09,-2.166149746079573e-07,7.416783201155964e-09,-5.304782402686969e-06,7.404530306961971e-09,-5.520954958980208e-05,7.361342510667448e-09,2.528287523210678e-07,7.416783201155964e-09,5.388677241758957e-06,7.404530306961971e-09,5.587125546996466e-05
7.419190182495998e-09,0,7.453692056692201e-09,0,7.407550511603285e-09,0,7.419190182495998e-09,-9.20808010169068e-08,7.453692056692201e-09,-2.251241334634036e-06,7.407550511603285e-09,-5.480281377605442e-05,7.419190182495998e-09,6.158866997772703e-08,7.453692056692201e-09,2.302652757400257e-06,7.407550511603285e-09,5.54628167170195e-05
7.500287250742779e-09,0,7.489326559588634e-09,0,7.413590920885912e-09,0,7.500287250742779e-09,3.754324884835063e-08,7.489326559588634e-09,-9.750622889886092e-07,7.413590920885912e-09,-5.395676702552207e-05,7.500287250742779e-09,-6.02796704733323e-09,7.489326559588634e-09,9.824293073095541e-07,7.413590920885912e-09,5.45989075863249e-05
7.62098865948353e-09,0,7.532672291477294e-09,0,7.425671739451167e-09,0,7.62098865948353e-09,-3.923410873733169e-08,7.532672291477294e-09,-3.242287854153572e-07,7.425671739451167e-09,-5.212214160823187e-05,7.62098865948353e-09,7.78628345742243e-09,7.532672291477294e-09,3.407004595818906e-07,7.425671739451167e-09,5.274198717843758e-05
7.780988659483529e-09,0,7.58676621668087e-09,0,7.449833376581676e-09,0,7.780988659483529e-09,3.942100711095824e-08,7.58676621668087e-09,-8.453510633564323e-08,7.449833376581676e-09,-4.763572985332522e-05,7.780988659483529e-09,-7.952724667067437e-09,7.58676621668087e-09,7.561421147000781e-08,7.449833376581676e-09,4.819048669914315e-05
7.890494329741766e-09,0,7.661672836411874e-09,0,7.492364743534328e-09,0,7.890494329741766e-09,-3.953442443907455e-08,7.661672836411874e-09,5.574718089769506e-11,7.492364743534328e-09,-3.495657450216093e-05,7.890494329741766e-09,8.105675820979444e-09,7.661672836411874e-09,1.044550766184525e-08,7.492364743534328e-09,3.536972529230401e-05
8e-09,0,7.769500545886103e-09,0,7.528128466217577e-09,0,8e-09,3.954372584375594e-08,7.769500545886103e-09,-6.181856830054307e-09,7.528128466217577e-09,-2.102635831270605e-05,8e-09,-8.093195490309691e-09,7.769500545886103e-09,-4.184880692407502e-09,7.528128466217577e-09,2.132577658949885e-05
  ,  ,7.884750272943052e-09,0,7.56724495305786e-09,0,  ,  ,7.884750272943052e-09,7.424940238556079e-09,7.56724495305786e-09,-9.832711286375077e-06,  ,  ,7.884750272943052e-09,2.946290436593602e-09,7.56724495305786e-09,1.00127961253641e-05
  ,  ,8e-09,0,7.586803196478001e-09,0,  ,  ,8e-09,-7.600062257652231e-09,7.586803196478001e-09,-6.62758073149668e-06,  ,  ,8e-09,-2.735532280096619e-09,7.586803196478001e-09,6.729564496968729e-06
  ,  ,  ,  ,7.623763377640474e-09,0,  ,  ,  ,  ,7.623763377640474e-09,-2.759788886757573e-06,  ,  ,  ,  ,7.623763377640474e-09,2.824560118443867e-06
  ,  ,  ,  ,7.657476237862604e-09,0,  ,  ,  ,  ,7.657476237862604e-09,-1.345224436618867e-06,  ,  ,  ,  ,7.657476237862604e-09,1.354987159610535e-06
  ,  ,  ,  ,7.701660547013731e-09,0,  ,  ,  ,  ,7.701660547013731e-09,-3.63125332688408e-07,  ,  ,  ,  ,7.701660547013731e-09,3.84655664353349e-07
  ,  ,  ,  ,7.751772182921757e-09,0,  ,  ,  ,  ,7.751772182921757e-09,-1.810741914671595e-07,  ,  ,  ,  ,7.751772182921757e-09,1.695813822811961e-07
  ,  ,  ,  ,7.821210502920547e-09,0,  ,  ,  ,  ,7.821210502920547e-09,5.076061618650436e-08,  ,  ,  ,  ,7.821210502920547e-09,-3.684508293705376e-08
  ,  ,  ,  ,7.917329313765539e-09,0,  ,  ,  ,  ,7.917329313765539e-09,-6.443075236678128e-08,  ,  ,  ,  ,7.917329313765539e-09,5.078630954877838e-08
  ,  ,  ,  ,8e-09,0,  ,  ,  ,  ,8e-09,6.598015072694779e-08,  ,  ,  ,  ,8e-09,-5.233831254600704e-08
